,session,code,group,id_in_group,round,arrival,choice,certainty,bonus,strategy,simple,cutoff,fault,payoff,exp
859,2n9wy1lw,dq3d3fcl,21,2,2,9.0,1,0.99,-9.21,,,,,0.0,AMT
860,2n9wy1lw,ttz3pttm,21,1,3,9.0,0,0.99,-9.21,No strategy.,1.0,8.3,1.0,0.0,AMT
861,2n9wy1lw,dq3d3fcl,21,2,3,8.5,1,0.5,-1.39,I thought that my partner would continue picking canteen.  There's no reason my partner switched - and that screwed me over.,3.0,7.0,2.0,0.0,AMT
862,2n9wy1lw,u0ghzbke,23,1,1,8.5,1,0.99,-0.01,,,,,0.0,AMT
863,2n9wy1lw,wym7vfdh,23,2,1,8.4,1,0.625,-0.47,,,,,0.0,AMT
864,2n9wy1lw,u0ghzbke,23,1,2,8.5,0,0.99,-0.02,,,,,0.0,AMT
865,2n9wy1lw,wym7vfdh,23,2,2,9.0,0,0.99,-0.02,,,,,0.0,AMT
866,2n9wy1lw,u0ghzbke,23,1,3,8.1,1,0.99,-0.01,,,,,0.0,AMT
867,2n9wy1lw,wym7vfdh,23,2,3,8.0,1,0.99,-0.01,,,,,0.0,AMT
868,2n9wy1lw,u0ghzbke,23,1,4,8.0,0,0.99,-9.21,,,,,0.0,AMT
869,2n9wy1lw,wym7vfdh,23,2,4,8.1,1,0.99,-9.21,,,,,0.0,AMT
870,2n9wy1lw,u0ghzbke,23,1,5,8.3,0,0.99,-9.21,just every other one.  very certain,1.0,6.0,1.0,0.0,AMT
871,2n9wy1lw,wym7vfdh,23,2,5,8.2,1,0.875,-4.16,just going by the time I arrived,1.0,8.3,2.0,0.0,AMT
872,2n9wy1lw,nqar7qp2,25,1,1,8.3,1,0.99,-0.01,,,,,0.0,AMT
873,2n9wy1lw,ku7xe1iw,25,2,1,8.2,1,0.875,-0.13,,,,,1.970000000000001,AMT
874,2n9wy1lw,nqar7qp2,25,1,2,9.0,0,0.99,-0.02,,,,,0.0,AMT
875,2n9wy1lw,ku7xe1iw,25,2,2,9.1,0,0.875,-0.27,,,,,1.970000000000001,AMT
876,2n9wy1lw,nqar7qp2,25,1,3,9.0,0,0.99,-0.02,,,,,0.0,AMT
877,2n9wy1lw,ku7xe1iw,25,2,3,8.5,0,0.875,-0.27,,,,,1.970000000000001,AMT
878,2n9wy1lw,nqar7qp2,25,1,4,8.4,1,0.99,-0.01,,,,,0.0,AMT
879,2n9wy1lw,ku7xe1iw,25,2,4,8.3,1,0.875,-0.13,,,,,1.970000000000001,AMT
880,2n9wy1lw,nqar7qp2,25,1,5,8.3,1,0.99,-0.01,,,,,0.0,AMT
881,2n9wy1lw,ku7xe1iw,25,2,5,8.2,1,0.99,-0.01,,,,,1.970000000000001,AMT
882,2n9wy1lw,nqar7qp2,25,1,6,8.1,1,0.99,-0.01,,,,,0.0,AMT
883,2n9wy1lw,ku7xe1iw,25,2,6,8.2,1,0.99,-0.01,,,,,1.970000000000001,AMT
884,2n9wy1lw,nqar7qp2,25,1,7,9.0,0,0.99,-0.02,,,,,0.0,AMT
885,2n9wy1lw,ku7xe1iw,25,2,7,8.5,0,0.875,-0.27,,,,,1.970000000000001,AMT
886,2n9wy1lw,nqar7qp2,25,1,8,8.4,1,0.99,-9.21,,,,,0.0,AMT
887,2n9wy1lw,ku7xe1iw,25,2,8,8.5,0,0.875,-4.16,,,,,1.970000000000001,AMT
888,2n9wy1lw,nqar7qp2,25,1,9,8.3,1,0.99,-0.01,,,,,0.0,AMT
889,2n9wy1lw,ku7xe1iw,25,2,9,8.2,1,0.99,-0.01,,,,,1.970000000000001,AMT
890,2n9wy1lw,nqar7qp2,25,1,10,8.5,0,0.875,-4.16,I tried to select an option if there was enough time for me to go the canteen with a 10 minute window.,1.0,8.4,3.0,0.0,AMT
891,2n9wy1lw,ku7xe1iw,25,2,10,8.4,1,0.75,-2.77,To match.,1.0,8.3,3.0,1.970000000000001,AMT
892,2n9wy1lw,bkrhvtt2,26,1,1,8.0,1,0.99,-0.01,,,,,8.39,AMT
893,2n9wy1lw,x6g76nlr,26,2,1,8.1,1,0.75,-0.29,,,,,9.59,AMT
894,2n9wy1lw,bkrhvtt2,26,1,2,8.0,1,0.99,-0.01,,,,,8.39,AMT
895,2n9wy1lw,x6g76nlr,26,2,2,8.1,1,0.99,-0.01,,,,,9.59,AMT
896,2n9wy1lw,bkrhvtt2,26,1,3,8.2,1,0.99,-0.01,,,,,8.39,AMT
897,2n9wy1lw,x6g76nlr,26,2,3,8.1,1,0.99,-0.01,,,,,9.59,AMT
898,2n9wy1lw,bkrhvtt2,26,1,4,8.5,0,0.625,-0.94,,,,,8.39,AMT
899,2n9wy1lw,x6g76nlr,26,2,4,9.0,0,0.99,-0.02,,,,,9.59,AMT
900,2n9wy1lw,bkrhvtt2,26,1,5,9.0,0,0.99,-0.02,,,,,8.39,AMT
901,2n9wy1lw,x6g76nlr,26,2,5,8.5,0,0.99,-0.02,,,,,9.59,AMT
902,2n9wy1lw,bkrhvtt2,26,1,6,8.2,1,0.99,-0.01,,,,,8.39,AMT
903,2n9wy1lw,x6g76nlr,26,2,6,8.3,1,0.99,-0.01,,,,,9.59,AMT
904,2n9wy1lw,bkrhvtt2,26,1,7,8.0,1,0.99,-0.01,,,,,8.39,AMT
905,2n9wy1lw,x6g76nlr,26,2,7,8.1,1,0.99,-0.01,,,,,9.59,AMT
906,2n9wy1lw,bkrhvtt2,26,1,8,9.0,0,0.75,-0.58,,,,,8.39,AMT
907,2n9wy1lw,x6g76nlr,26,2,8,9.1,0,0.99,-0.02,,,,,9.59,AMT
908,2n9wy1lw,bkrhvtt2,26,1,9,8.2,1,0.99,-0.01,,,,,8.39,AMT
909,2n9wy1lw,x6g76nlr,26,2,9,8.1,1,0.99,-0.01,,,,,9.59,AMT
910,2n9wy1lw,bkrhvtt2,26,1,10,8.1,1,0.99,-0.01,"I tried to think about what my partner would get based on my time. If it was > 9:00 am was +-10 mins apart from mine then I chose office, although I wasn't quite certain. Thinking back I should have chosen that I was certain they'll go to the office, since they were probably thinking of my possible time as well and wouldn't have risked it.",1.0,8.0,,8.39,AMT
911,2n9wy1lw,x6g76nlr,26,2,10,8.0,1,0.99,-0.01,Tried to pick the most logical choice based on what time of morning it was.,1.0,8.4,,9.59,AMT
912,2n9wy1lw,ke3njcv1,27,1,1,8.3,0,0.625,-1.96,,,,,3.300000000000001,AMT
913,2n9wy1lw,cvw86cin,27,2,1,8.4,1,0.75,-2.77,,,,,0.0,AMT
914,2n9wy1lw,ke3njcv1,27,1,2,8.4,1,0.625,-1.96,,,,,3.300000000000001,AMT
915,2n9wy1lw,cvw86cin,27,2,2,8.5,0,0.75,-2.77,,,,,0.0,AMT
916,2n9wy1lw,ke3njcv1,27,1,3,9.1,1,0.5,-1.39,,,,,3.300000000000001,AMT
917,2n9wy1lw,cvw86cin,27,2,3,9.0,0,0.75,-2.77,,,,,0.0,AMT
918,2n9wy1lw,ke3njcv1,27,1,4,8.4,0,0.5,-1.39,just 50/50 toss up.,3.0,9.1,2.0,3.300000000000001,AMT
919,2n9wy1lw,cvw86cin,27,2,4,8.3,1,0.75,-2.77,I tried to think what would happen.,1.0,8.4,2.0,0.0,AMT
920,2n9wy1lw,wgkmqe90,28,1,1,8.0,1,0.99,-0.01,,,,,7.03,AMT
921,2n9wy1lw,bkozno18,28,2,1,8.1,1,0.99,-0.01,,,,,0.0,AMT
922,2n9wy1lw,wgkmqe90,28,1,2,8.0,1,0.875,-0.13,,,,,7.03,AMT
923,2n9wy1lw,bkozno18,28,2,2,8.1,1,0.99,-0.01,,,,,0.0,AMT
924,2n9wy1lw,wgkmqe90,28,1,3,8.5,1,0.75,-2.77,,,,,7.03,AMT
925,2n9wy1lw,bkozno18,28,2,3,9.0,0,0.99,-9.21,,,,,0.0,AMT
926,2n9wy1lw,wgkmqe90,28,1,4,8.1,1,0.99,-0.01,,,,,7.03,AMT
927,2n9wy1lw,bkozno18,28,2,4,8.2,1,0.99,-0.01,,,,,0.0,AMT
928,2n9wy1lw,wgkmqe90,28,1,5,8.0,1,0.99,-0.01,,,,,7.03,AMT
929,2n9wy1lw,bkozno18,28,2,5,8.1,1,0.99,-0.01,,,,,0.0,AMT
930,2n9wy1lw,wgkmqe90,28,1,6,8.1,1,0.99,-0.01,,,,,7.03,AMT
931,2n9wy1lw,bkozno18,28,2,6,8.0,1,0.99,-0.01,,,,,0.0,AMT
932,2n9wy1lw,wgkmqe90,28,1,7,8.2,1,0.99,-0.01,,,,,7.03,AMT
933,2n9wy1lw,bkozno18,28,2,7,8.3,1,0.99,-0.01,,,,,0.0,AMT
934,2n9wy1lw,wgkmqe90,28,1,8,9.1,0,0.99,-0.02,"I added 10 minutes to my own time and assumed if it was before 9 that he would go to the canteen, otherwise he would go to the office",1.0,9.0,3.0,7.03,AMT
935,2n9wy1lw,bkozno18,28,2,8,9.0,0,0.5,-1.39,"I thought arriving at 9am meant I could be very certain, but I was wrong. That did not go well.",1.0,8.4,1.0,0.0,AMT
936,8c6unizm,998azgkc,2,1,1,8.1,1,0.99,-0.01,,,,,0.0,AMT
937,8c6unizm,4mryd5wk,2,2,1,8.0,1,0.99,-0.01,,,,,5.620000000000001,AMT
938,8c6unizm,998azgkc,2,1,2,9.1,0,0.875,-0.27,,,,,0.0,AMT
939,8c6unizm,4mryd5wk,2,2,2,9.0,0,0.99,-0.02,,,,,5.620000000000001,AMT
940,8c6unizm,998azgkc,2,1,3,8.4,1,0.625,-0.47,,,,,0.0,AMT
941,8c6unizm,4mryd5wk,2,2,3,8.5,1,0.875,-0.13,,,,,5.620000000000001,AMT
942,8c6unizm,998azgkc,2,1,4,9.1,0,0.99,-0.02,,,,,0.0,AMT
943,8c6unizm,4mryd5wk,2,2,4,9.0,0,0.99,-0.02,,,,,5.620000000000001,AMT
944,8c6unizm,998azgkc,2,1,5,8.1,1,0.99,-0.01,,,,,0.0,AMT
945,8c6unizm,4mryd5wk,2,2,5,8.0,1,0.99,-0.01,,,,,5.620000000000001,AMT
946,8c6unizm,998azgkc,2,1,6,8.1,1,0.99,-0.01,,,,,0.0,AMT
947,8c6unizm,4mryd5wk,2,2,6,8.2,1,0.99,-0.01,,,,,5.620000000000001,AMT
948,8c6unizm,998azgkc,2,1,7,9.0,0,0.99,-9.21,,,,,0.0,AMT
949,8c6unizm,4mryd5wk,2,2,7,8.5,1,0.875,-4.16,,,,,5.620000000000001,AMT
950,8c6unizm,998azgkc,2,1,8,9.0,0,0.99,-0.02,I stuck to the schedule and decided based on what was common sense. Apparently my partner thinks otherwise!,1.0,8.4,2.0,0.0,AMT
951,8c6unizm,4mryd5wk,2,2,8,9.1,0,0.99,-0.02,"I tried to guess whether or not my partner would go to the same place as me, and to aim for as high a certainty as I was willing to risk. Unfortunately, that did not work well in one of the rounds, and that lost me a lot of money.",1.0,8.4,3.0,5.620000000000001,AMT
952,8c6unizm,utka66cf,3,1,1,8.3,1,0.875,-0.13,,,,,0.0,AMT
953,8c6unizm,sospyu8c,3,2,1,8.2,1,0.625,-0.47,,,,,6.75,AMT
954,8c6unizm,utka66cf,3,1,2,8.2,1,0.99,-9.21,,,,,0.0,AMT
955,8c6unizm,sospyu8c,3,2,2,8.3,0,0.5,-1.39,,,,,6.75,AMT
956,8c6unizm,utka66cf,3,1,3,8.3,1,0.875,-4.16,"I went by the times given, but apparently my counterpart didn't feel the same way.",1.0,9.0,2.0,0.0,AMT
957,8c6unizm,sospyu8c,3,2,3,8.4,0,0.5,-1.39,I tried to guess the opposite of what my colleague did,1.0,6.0,1.0,6.75,AMT
958,8c6unizm,8sr8twr2,4,1,1,8.3,1,0.99,-0.01,,,,,0.0,AMT
959,8c6unizm,0h60ipic,4,2,1,8.2,1,0.99,-0.01,,,,,0.0,AMT
960,8c6unizm,8sr8twr2,4,1,2,8.5,0,0.99,-9.21,,,,,0.0,AMT
961,8c6unizm,0h60ipic,4,2,2,8.4,1,0.99,-9.21,,,,,0.0,AMT
962,8c6unizm,8sr8twr2,4,1,3,8.3,1,0.99,-0.01,,,,,0.0,AMT
963,8c6unizm,0h60ipic,4,2,3,8.4,1,0.99,-0.01,,,,,0.0,AMT
964,8c6unizm,8sr8twr2,4,1,4,8.5,0,0.75,-2.77,I considered the arrival time and chose my honest responses. Didn't go well.,1.0,8.4,1.0,0.0,AMT
965,8c6unizm,0h60ipic,4,2,4,8.4,1,0.99,-9.21,If I arrived before 8:40 I went to the canteen.,1.0,8.5,2.0,0.0,AMT
966,8c6unizm,05ck5o4z,5,1,1,8.3,1,0.99,-0.01,,,,,5.26,AMT
967,8c6unizm,81tei2df,5,2,1,8.4,1,0.99,-0.01,,,,,0.0,AMT
968,8c6unizm,05ck5o4z,5,1,2,8.4,1,0.75,-2.77,,,,,5.26,AMT
969,8c6unizm,81tei2df,5,2,2,8.3,0,0.99,-9.21,,,,,0.0,AMT
970,8c6unizm,05ck5o4z,5,1,3,9.0,1,0.625,-1.96,Try to minimize loss as much as possible while prediction what other person would do,1.0,8.4,1.0,5.26,AMT
971,8c6unizm,81tei2df,5,2,3,9.1,0,0.99,-9.21,time,1.0,9.0,1.0,0.0,AMT
972,8c6unizm,adgyyr0y,6,1,1,8.0,1,0.75,-0.29,,,,,0.0,AMT
973,8c6unizm,ydojazbi,6,2,1,8.1,1,0.99,-0.01,,,,,6.83,AMT
974,8c6unizm,adgyyr0y,6,1,2,8.0,1,0.5,-0.69,,,,,0.0,AMT
975,8c6unizm,ydojazbi,6,2,2,8.1,1,0.875,-0.13,,,,,6.83,AMT
976,8c6unizm,adgyyr0y,6,1,3,8.3,1,0.99,-0.01,,,,,0.0,AMT
977,8c6unizm,ydojazbi,6,2,3,8.4,1,0.875,-0.13,,,,,6.83,AMT
978,8c6unizm,adgyyr0y,6,1,4,8.3,1,0.99,-0.01,,,,,0.0,AMT
979,8c6unizm,ydojazbi,6,2,4,8.2,1,0.875,-0.13,,,,,6.83,AMT
980,8c6unizm,adgyyr0y,6,1,5,8.4,1,0.99,-9.21,I tried to figure out what my colleague would do.,1.0,7.0,2.0,0.0,AMT
981,8c6unizm,ydojazbi,6,2,5,8.5,0,0.75,-2.77,"I was thinking how much time I would realistically have to go to the canteen, meet my coworker, and the make it to work on time.",2.0,8.2,2.0,6.83,AMT
982,8c6unizm,kut07i67,7,1,1,8.2,1,0.5,-0.69,,,,,3.48,AMT
983,8c6unizm,bn3y4xlh,7,2,1,8.3,1,0.99,-0.01,,,,,0.0,AMT
984,8c6unizm,kut07i67,7,1,2,9.0,1,0.75,-2.77,,,,,3.48,AMT
985,8c6unizm,bn3y4xlh,7,2,2,8.5,0,0.75,-2.77,,,,,0.0,AMT
986,8c6unizm,kut07i67,7,1,3,8.5,1,0.75,-0.29,,,,,3.48,AMT
987,8c6unizm,bn3y4xlh,7,2,3,8.4,1,0.99,-0.01,,,,,0.0,AMT
988,8c6unizm,kut07i67,7,1,4,8.0,0,0.75,-2.77,tried to figure out what the other person was doing,1.0,8.3,2.0,3.48,AMT
989,8c6unizm,bn3y4xlh,7,2,4,8.1,1,0.99,-9.21,I went to the canteen whenever my time in said 8:40 or before. If I arrived at 8:50 or 9:00 I went with my gut.,1.0,8.4,2.0,0.0,AMT
990,8c6unizm,z12uhcgh,8,1,1,8.5,1,0.875,-0.13,,,,,1.030000000000001,AMT
991,8c6unizm,gkfbg0o4,8,2,1,8.4,1,0.875,-0.13,,,,,0.0,AMT
992,8c6unizm,z12uhcgh,8,1,2,9.1,1,0.875,-4.16,,,,,1.030000000000001,AMT
993,8c6unizm,gkfbg0o4,8,2,2,9.0,0,0.99,-9.21,,,,,0.0,AMT
994,8c6unizm,z12uhcgh,8,1,3,8.5,1,0.875,-0.13,,,,,1.030000000000001,AMT
995,8c6unizm,gkfbg0o4,8,2,3,8.4,1,0.99,-0.01,,,,,0.0,AMT
996,8c6unizm,z12uhcgh,8,1,4,8.3,1,0.875,-0.13,,,,,1.030000000000001,AMT
997,8c6unizm,gkfbg0o4,8,2,4,8.2,1,0.99,-0.01,,,,,0.0,AMT
998,8c6unizm,z12uhcgh,8,1,5,8.0,1,0.875,-0.13,,,,,1.030000000000001,AMT
999,8c6unizm,gkfbg0o4,8,2,5,8.1,1,0.99,-0.01,,,,,0.0,AMT
1000,8c6unizm,z12uhcgh,8,1,6,8.2,1,0.875,-0.13,,,,,1.030000000000001,AMT
1001,8c6unizm,gkfbg0o4,8,2,6,8.3,1,0.99,-0.01,,,,,0.0,AMT
1002,8c6unizm,z12uhcgh,8,1,7,9.1,1,0.875,-4.16,I just assumed my partner would make it to the canteen.,1.0,8.5,3.0,1.030000000000001,AMT
1003,8c6unizm,gkfbg0o4,8,2,7,9.0,0,0.99,-9.21,Trying to see what time it was left,1.0,8.4,1.0,0.0,AMT
1004,8c6unizm,i57usivz,9,1,1,9.0,0,0.875,-0.27,,,,,6.77,AMT
1005,8c6unizm,6b9olvtt,9,2,1,9.1,0,0.99,-0.02,,,,,0.0,AMT
1006,8c6unizm,i57usivz,9,1,2,8.4,1,0.5,-1.39,,,,,6.77,AMT
1007,8c6unizm,6b9olvtt,9,2,2,8.5,0,0.875,-4.16,,,,,0.0,AMT
1008,8c6unizm,i57usivz,9,1,3,8.2,1,0.99,-0.01,,,,,6.77,AMT
1009,8c6unizm,6b9olvtt,9,2,3,8.3,1,0.99,-0.01,,,,,0.0,AMT
1010,8c6unizm,i57usivz,9,1,4,9.1,0,0.99,-0.02,,,,,6.77,AMT
1011,8c6unizm,6b9olvtt,9,2,4,9.0,0,0.875,-0.27,,,,,0.0,AMT
1012,8c6unizm,i57usivz,9,1,5,9.1,0,0.99,-0.02,,,,,6.77,AMT
1013,8c6unizm,6b9olvtt,9,2,5,9.0,0,0.99,-0.02,,,,,0.0,AMT
1014,8c6unizm,i57usivz,9,1,6,8.4,1,0.875,-0.13,,,,,6.77,AMT
1015,8c6unizm,6b9olvtt,9,2,6,8.5,1,0.99,-0.01,,,,,0.0,AMT
1016,8c6unizm,i57usivz,9,1,7,8.5,1,0.5,-1.39,i tried to calculate if the person would have time to go to the canteen or not,1.0,8.0,3.0,6.77,AMT
1017,8c6unizm,6b9olvtt,9,2,7,9.0,0,0.99,-9.21,if it was 8:50 or later I went to the office,1.0,8.5,3.0,0.0,AMT
1018,8c6unizm,bdg7wp6h,10,1,1,8.4,1,0.99,-9.21,,,,,0.0,AMT
1019,8c6unizm,nglis71i,10,2,1,8.5,0,0.99,-9.21,,,,,0.6799999999999997,AMT
1020,8c6unizm,bdg7wp6h,10,1,2,8.1,1,0.99,-0.01,,,,,0.0,AMT
1021,8c6unizm,nglis71i,10,2,2,8.2,1,0.99,-0.01,,,,,0.6799999999999997,AMT
1022,8c6unizm,bdg7wp6h,10,1,3,8.4,1,0.5,-0.69,,,,,0.0,AMT
1023,8c6unizm,nglis71i,10,2,3,8.3,1,0.99,-0.01,,,,,0.6799999999999997,AMT
1024,8c6unizm,bdg7wp6h,10,1,4,9.1,0,0.99,-0.02,,,,,0.0,AMT
1025,8c6unizm,nglis71i,10,2,4,9.0,0,0.99,-0.02,,,,,0.6799999999999997,AMT
1026,8c6unizm,bdg7wp6h,10,1,5,8.1,1,0.99,-0.01,,,,,0.0,AMT
1027,8c6unizm,nglis71i,10,2,5,8.2,1,0.99,-0.01,,,,,0.6799999999999997,AMT
1028,8c6unizm,bdg7wp6h,10,1,6,8.2,1,0.99,-0.01,,,,,0.0,AMT
1029,8c6unizm,nglis71i,10,2,6,8.1,1,0.99,-0.01,,,,,0.6799999999999997,AMT
1030,8c6unizm,bdg7wp6h,10,1,7,9.1,0,0.99,-0.02,,,,,0.0,AMT
1031,8c6unizm,nglis71i,10,2,7,9.0,0,0.99,-0.02,,,,,0.6799999999999997,AMT
1032,8c6unizm,bdg7wp6h,10,1,8,8.1,1,0.99,-0.01,,,,,0.0,AMT
1033,8c6unizm,nglis71i,10,2,8,8.2,1,0.99,-0.01,,,,,0.6799999999999997,AMT
1034,8c6unizm,bdg7wp6h,10,1,9,8.0,1,0.99,-0.01,,,,,0.0,AMT
1035,8c6unizm,nglis71i,10,2,9,8.1,1,0.99,-0.01,,,,,0.6799999999999997,AMT
1036,8c6unizm,bdg7wp6h,10,1,10,8.0,1,0.99,-0.01,If both possible times were before 9am I went to the canteen,1.0,8.4,,0.0,AMT
1037,8c6unizm,nglis71i,10,2,10,8.1,1,0.99,-0.01,"If my time arrival time was 8:50 a.m. or later, I would choose canteen. If it was 9:00 a.m. I would choose office.",1.0,8.4,,0.6799999999999997,AMT
1038,8c6unizm,55e4n5z6,11,1,1,8.2,1,0.5,-0.69,,,,,0.0,AMT
1039,8c6unizm,dnycul0s,11,2,1,8.3,1,0.99,-0.01,,,,,0.0,AMT
1040,8c6unizm,55e4n5z6,11,1,2,9.1,1,0.875,-4.16,,,,,0.0,AMT
1041,8c6unizm,dnycul0s,11,2,2,9.0,0,0.99,-9.21,,,,,0.0,AMT
1042,8c6unizm,55e4n5z6,11,1,3,8.0,1,0.75,-0.29,,,,,0.0,AMT
1043,8c6unizm,dnycul0s,11,2,3,8.1,1,0.99,-0.01,,,,,0.0,AMT
1044,8c6unizm,55e4n5z6,11,1,4,8.1,1,0.99,-0.01,,,,,0.0,AMT
1045,8c6unizm,dnycul0s,11,2,4,8.2,1,0.99,-0.01,,,,,0.0,AMT
1046,8c6unizm,55e4n5z6,11,1,5,8.4,1,0.99,-0.01,,,,,0.0,AMT
1047,8c6unizm,dnycul0s,11,2,5,8.5,1,0.99,-0.01,,,,,0.0,AMT
1048,8c6unizm,55e4n5z6,11,1,6,9.1,1,0.99,-9.21,"I tried to do my best to understand what the other participant was going to do. It appeared that we somehow understood each other and always chose the canteen (after the first misstep). Therefore, since we were on the same page every trial, I kept selecting canteen.",1.0,8.3,3.0,0.0,AMT
1049,8c6unizm,dnycul0s,11,2,6,9.0,1,0.99,-9.21,I should have just chose to go to the canteen each time I guess.,1.0,7.0,1.0,0.0,AMT
1050,8c6unizm,a53tgbkj,12,1,1,8.0,1,0.99,-0.01,,,,,0.0,AMT
1051,8c6unizm,slwwhw7j,12,2,1,8.1,1,0.99,-0.01,,,,,0.0,AMT
1052,8c6unizm,a53tgbkj,12,1,2,8.4,1,0.99,-0.01,,,,,0.0,AMT
1053,8c6unizm,slwwhw7j,12,2,2,8.3,1,0.99,-0.01,,,,,0.0,AMT
1054,8c6unizm,a53tgbkj,12,1,3,9.0,0,0.99,-0.02,,,,,0.0,AMT
1055,8c6unizm,slwwhw7j,12,2,3,9.1,0,0.875,-0.27,,,,,0.0,AMT
1056,8c6unizm,a53tgbkj,12,1,4,9.1,0,0.99,-0.02,,,,,0.0,AMT
1057,8c6unizm,slwwhw7j,12,2,4,9.0,0,0.99,-0.02,,,,,0.0,AMT
1058,8c6unizm,a53tgbkj,12,1,5,9.1,0,0.99,-0.02,,,,,0.0,AMT
1059,8c6unizm,slwwhw7j,12,2,5,9.0,0,0.99,-0.02,,,,,0.0,AMT
1060,8c6unizm,a53tgbkj,12,1,6,8.4,1,0.99,-0.01,,,,,0.0,AMT
1061,8c6unizm,slwwhw7j,12,2,6,8.3,1,0.99,-0.01,,,,,0.0,AMT
1062,8c6unizm,a53tgbkj,12,1,7,8.3,1,0.99,-0.01,,,,,0.0,AMT
1063,8c6unizm,slwwhw7j,12,2,7,8.4,1,0.99,-0.01,,,,,0.0,AMT
1064,8c6unizm,a53tgbkj,12,1,8,9.0,0,0.99,-9.21,,,,,0.0,AMT
1065,8c6unizm,slwwhw7j,12,2,8,8.5,1,0.99,-9.21,,,,,0.0,AMT
1066,8c6unizm,a53tgbkj,12,1,9,9.0,0,0.99,-9.21,solely based on arrival times before 9AM,1.0,8.4,2.0,0.0,AMT
1067,8c6unizm,slwwhw7j,12,2,9,8.5,1,0.875,-4.16,Tried to go to work at 8am,1.0,8.4,1.0,0.0,AMT
1068,8c6unizm,n8a6jacd,13,1,1,8.1,1,0.99,-0.01,,,,,9.61,AMT
1069,8c6unizm,yawqencu,13,2,1,8.0,1,0.99,-0.01,,,,,9.86,AMT
1070,8c6unizm,n8a6jacd,13,1,2,9.1,0,0.99,-0.02,,,,,9.61,AMT
1071,8c6unizm,yawqencu,13,2,2,9.0,0,0.99,-0.02,,,,,9.86,AMT
1072,8c6unizm,n8a6jacd,13,1,3,8.1,1,0.99,-0.01,,,,,9.61,AMT
1073,8c6unizm,yawqencu,13,2,3,8.0,1,0.99,-0.01,,,,,9.86,AMT
1074,8c6unizm,n8a6jacd,13,1,4,8.1,1,0.99,-0.01,,,,,9.61,AMT
1075,8c6unizm,yawqencu,13,2,4,8.0,1,0.99,-0.01,,,,,9.86,AMT
1076,8c6unizm,n8a6jacd,13,1,5,8.2,1,0.99,-0.01,,,,,9.61,AMT
1077,8c6unizm,yawqencu,13,2,5,8.3,1,0.99,-0.01,,,,,9.86,AMT
1078,8c6unizm,n8a6jacd,13,1,6,9.1,0,0.99,-0.02,,,,,9.61,AMT
1079,8c6unizm,yawqencu,13,2,6,9.0,0,0.99,-0.02,,,,,9.86,AMT
1080,8c6unizm,n8a6jacd,13,1,7,8.1,1,0.99,-0.01,,,,,9.61,AMT
1081,8c6unizm,yawqencu,13,2,7,8.2,1,0.99,-0.01,,,,,9.86,AMT
1082,8c6unizm,n8a6jacd,13,1,8,9.0,0,0.875,-0.27,,,,,9.61,AMT
1083,8c6unizm,yawqencu,13,2,8,9.1,0,0.99,-0.02,,,,,9.86,AMT
1084,8c6unizm,n8a6jacd,13,1,9,8.1,1,0.99,-0.01,,,,,9.61,AMT
1085,8c6unizm,yawqencu,13,2,9,8.2,1,0.99,-0.01,,,,,9.86,AMT
1086,8c6unizm,n8a6jacd,13,1,10,9.1,0,0.99,-0.02,assumed partner would want to win not be late and follow the rules if we have time stop for coffee otherwise go to office,1.0,8.4,,9.61,AMT
1087,8c6unizm,yawqencu,13,2,10,9.0,0,0.99,-0.02,common sense based on business practices,1.0,8.5,,9.86,AMT
1088,8c6unizm,a2cinhgw,14,1,1,8.3,1,0.99,-0.01,,,,,0.0,AMT
1089,8c6unizm,2i1xpe8f,14,2,1,8.4,1,0.875,-0.13,,,,,0.0,AMT
1090,8c6unizm,a2cinhgw,14,1,2,8.4,1,0.99,-0.01,,,,,0.0,AMT
1091,8c6unizm,2i1xpe8f,14,2,2,8.5,1,0.99,-0.01,,,,,0.0,AMT
1092,8c6unizm,a2cinhgw,14,1,3,8.4,1,0.99,-0.01,,,,,0.0,AMT
1093,8c6unizm,2i1xpe8f,14,2,3,8.3,1,0.99,-0.01,,,,,0.0,AMT
1094,8c6unizm,a2cinhgw,14,1,4,8.2,1,0.99,-0.01,,,,,0.0,AMT
1095,8c6unizm,2i1xpe8f,14,2,4,8.1,1,0.99,-0.01,,,,,0.0,AMT
1096,8c6unizm,a2cinhgw,14,1,5,8.1,1,0.99,-0.01,,,,,0.0,AMT
1097,8c6unizm,2i1xpe8f,14,2,5,8.2,1,0.99,-0.01,,,,,0.0,AMT
1098,8c6unizm,a2cinhgw,14,1,6,8.0,1,0.99,-0.01,,,,,0.0,AMT
1099,8c6unizm,2i1xpe8f,14,2,6,8.1,1,0.99,-0.01,,,,,0.0,AMT
1100,8c6unizm,a2cinhgw,14,1,7,8.3,1,0.99,-0.01,,,,,0.0,AMT
1101,8c6unizm,2i1xpe8f,14,2,7,8.4,1,0.99,-0.01,,,,,0.0,AMT
1102,8c6unizm,a2cinhgw,14,1,8,8.5,0,0.99,-0.02,,,,,0.0,AMT
1103,8c6unizm,2i1xpe8f,14,2,8,9.0,0,0.99,-0.02,,,,,0.0,AMT
1104,8c6unizm,a2cinhgw,14,1,9,9.0,0,0.99,-9.21,,,,,0.0,AMT
1105,8c6unizm,2i1xpe8f,14,2,9,8.5,1,0.99,-9.21,,,,,0.0,AMT
